date,To,Ti_DORMITORIODAMAS
2019-10-19 11:45:00,10.75,10.457227092709735
2019-10-19 12:00:00,10.9,10.577266618086384
2019-10-19 12:15:00,10.975000000000001,10.690707930364397
2019-10-19 12:30:00,11.05,10.798434444932004
2019-10-19 12:45:00,11.124999999999998,10.900596160845014
2019-10-19 13:00:00,11.2,10.997215572667502
2019-10-19 13:15:00,11.274999999999999,11.08614046285418
2019-10-19 13:30:00,11.35,11.169018827611156
2019-10-19 13:45:00,11.425,11.246583756476939
2019-10-19 14:00:00,11.5,11.317908522483625
2019-10-19 14:15:00,11.475,11.383543035204912
2019-10-19 14:30:00,11.45,11.445117344152399
2019-10-19 14:45:00,11.425,11.502897654388843
2019-10-19 15:00:00,11.4,11.555494824830822
2019-10-19 15:15:00,11.25,11.594446039847469
2019-10-19 15:30:00,11.100000000000001,11.621553881890733
2019-10-19 15:45:00,10.950000000000001,11.639490914379792
2019-10-19 16:00:00,10.8,11.64917797206107
2019-10-19 16:15:00,10.425,11.60845450143698
2019-10-19 16:30:00,10.05,11.557210217401545
2019-10-19 16:45:00,9.675,11.49099656006804
2019-10-19 17:00:00,9.3,11.402159199154884
2019-10-19 17:15:00,9.175,11.340820639642022
2019-10-19 17:30:00,9.05,11.248524602208255
2019-10-19 17:45:00,8.925,11.16020722904131
2019-10-19 18:00:00,8.8,11.0433703713565
2019-10-19 18:15:00,8.600000000000001,10.906801338412766
2019-10-19 18:30:00,8.4,10.77279581963915
2019-10-19 18:45:00,8.2,10.649305091843393
2019-10-19 19:00:00,8.0,10.536119853800937
2019-10-19 19:15:00,7.875,10.435114804459612
2019-10-19 19:30:00,7.75,10.341784171388502
2019-10-19 19:45:00,7.625,10.251146324543578
2019-10-19 20:00:00,7.5,10.152435111831212
2019-10-19 20:15:00,7.35,10.081862578605717
2019-10-19 20:30:00,7.2,10.01985604828638
2019-10-19 20:45:00,7.050000000000001,9.949162410812821
2019-10-19 21:00:00,6.9,9.874419395222644
2019-10-19 21:15:00,6.7250000000000005,9.802839569041762
2019-10-19 21:30:00,6.550000000000001,9.73401623237
2019-10-19 21:45:00,6.375,9.662463242681152
2019-10-19 22:00:00,6.2,9.58918673518348
2019-10-19 22:15:00,6.025,9.51894493648494
2019-10-19 22:30:00,5.85,9.451278953511732
2019-10-19 22:45:00,5.675,9.384435421447412
2019-10-19 23:00:00,5.5,9.317903470395784
2019-10-19 23:15:00,5.325,9.250976703567822
2019-10-19 23:30:00,5.15,9.184048446990651
2019-10-19 23:45:00,4.975,9.117414267717082
2019-10-20 00:00:00,3.9,8.427667629282544
2019-10-20 00:15:00,4.675,8.986165225695702
2019-10-20 00:30:00,4.55,8.922054881435995
2019-10-20 00:45:00,4.425,8.85837333410793
2019-10-20 01:00:00,4.3,8.79493014644694
2019-10-20 01:15:00,4.1499999999999995,8.731280064128494
2019-10-20 01:30:00,4.0,8.667410675898106
2019-10-20 01:45:00,3.8500000000000005,8.603566153156532
2019-10-20 02:00:00,3.7,8.539687790672126
2019-10-20 02:15:00,3.6250000000000004,8.47619909446603
2019-10-20 02:30:00,3.55,8.41528318761393
2019-10-20 02:45:00,3.4749999999999996,8.356071302758105
2019-10-20 03:00:00,3.4,8.29762314779805
2019-10-20 03:15:00,3.3,8.239524281699683
2019-10-20 03:30:00,3.2,8.181461577834392
2019-10-20 03:45:00,3.1,8.123080072153028
2019-10-20 04:00:00,3.0,8.064056052162655
2019-10-20 04:15:00,2.95,8.00512206369502
2019-10-20 04:30:00,2.9,7.946800232511212
2019-10-20 04:45:00,2.8499999999999996,7.889099669400247
2019-10-20 05:00:00,2.8,7.831922456498713
2019-10-20 05:15:00,2.8999999999999995,7.7830293611934795
2019-10-20 05:30:00,3.0,7.739839663801755
2019-10-20 05:45:00,3.1000000000000005,7.7065276199421895
2019-10-20 06:00:00,3.2,7.6863149563556705
2019-10-20 06:15:00,3.6750000000000003,7.694284028356236
2019-10-20 06:30:00,4.15,7.717408331303098
2019-10-20 06:45:00,4.625,7.764406693500489
2019-10-20 07:00:00,5.1,7.82872286441127
2019-10-20 07:15:00,5.35,7.902046257999677
2019-10-20 07:30:00,5.6,7.970216676883743
2019-10-20 07:45:00,5.85,8.057095246159946
2019-10-20 08:00:00,6.1,8.165438238199894
2019-10-20 08:15:00,6.3999999999999995,8.283332200148244
2019-10-20 08:30:00,6.699999999999999,8.40602128696342
2019-10-20 08:45:00,7.0,8.546444966140335
2019-10-20 09:00:00,7.3,8.705558588462202
2019-10-20 09:15:00,7.425,8.765047673257357
2019-10-20 09:30:00,7.55,8.83272232683415
2019-10-20 09:45:00,7.675,8.875891033219746
2019-10-20 10:00:00,7.8,8.929833586420006
2019-10-20 10:15:00,8.225,8.942658951549408
2019-10-20 10:30:00,8.65,8.933654757695765
2019-10-20 10:45:00,9.075,8.910082557861891
2019-10-20 11:00:00,9.5,8.96587315399553
2019-10-20 11:15:00,9.7,8.999600418123418
2019-10-20 11:30:00,9.9,9.082361597348399
2019-10-20 11:45:00,10.100000000000001,9.188014109292606
